SnomedCTConceptId,Term,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21927511000001105,Perindopril tosilate 5mg tablets (A A H Pharmaceuticals Ltd) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21927511000001105,Perindopril tosilate 5mg tablets (A A H Pharmaceuticals Ltd),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21927711000001100,Perindopril tosilate 10mg tablets (A A H Pharmaceuticals Ltd) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21927711000001100,Perindopril tosilate 10mg tablets (A A H Pharmaceuticals Ltd),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21927911000001103,Perindopril tosilate 5mg / Indapamide 1.25mg tablets (A A H Pharmaceuticals Ltd) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21927911000001103,Perindopril tosilate 5mg / Indapamide 1.25mg tablets (A A H Pharmaceuticals Ltd),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21934111000001108,Enalapril 2.5mg tablets (Waymade Healthcare Plc) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21934111000001108,Enalapril 2.5mg tablets (Waymade Healthcare Plc),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21934311000001105,Enalapril 5mg tablets (Waymade Healthcare Plc) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21934311000001105,Enalapril 5mg tablets (Waymade Healthcare Plc),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21934511000001104,Enalapril 10mg tablets (Waymade Healthcare Plc) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21934511000001104,Enalapril 10mg tablets (Waymade Healthcare Plc),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21934711000001109,Enalapril 20mg tablets (Waymade Healthcare Plc) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21934711000001109,Enalapril 20mg tablets (Waymade Healthcare Plc),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21939811000001102,Perindopril tosilate 10mg tablets (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21939811000001102,Perindopril tosilate 10mg tablets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21939911000001107,Perindopril tosilate 2.5mg tablets (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21939911000001107,Perindopril tosilate 2.5mg tablets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21940011000001101,Perindopril tosilate 5mg / Indapamide 1.25mg tablets (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21940011000001101,Perindopril tosilate 5mg / Indapamide 1.25mg tablets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21940111000001100,Perindopril tosilate 5mg tablets (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21940111000001100,Perindopril tosilate 5mg tablets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22018011000001101,Fosinopril 10mg tablets (Waymade Healthcare Plc) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22018011000001101,Fosinopril 10mg tablets (Waymade Healthcare Plc),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22071611000001106,Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets (Waymade Healthcare Plc) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22071611000001106,Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets (Waymade Healthcare Plc),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22071811000001105,Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets (Waymade Healthcare Plc) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22071811000001105,Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets (Waymade Healthcare Plc),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22072211000001102,Lisinopril 2.5mg tablets (Waymade Healthcare Plc) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22072211000001102,Lisinopril 2.5mg tablets (Waymade Healthcare Plc),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22072411000001103,Lisinopril 5mg tablets (Waymade Healthcare Plc) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22072411000001103,Lisinopril 5mg tablets (Waymade Healthcare Plc),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21877911000001108,Ramipril 2.5mg capsules (Waymade Healthcare Plc) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21877911000001108,Ramipril 2.5mg capsules (Waymade Healthcare Plc),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21877711000001106,Ramipril 1.25mg capsules (Waymade Healthcare Plc) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21877711000001106,Ramipril 1.25mg capsules (Waymade Healthcare Plc),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21501511000001103,Gopten 4mg capsules (Waymade Healthcare Plc) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21501511000001103,Gopten 4mg capsules (Waymade Healthcare Plc),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20319211000001109,Perindopril erbumine 8mg tablets (Sandoz Ltd) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20319211000001109,Perindopril erbumine 8mg tablets (Sandoz Ltd),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20093211000001105,Enalapril 5mg/5ml oral suspension sugar free (Special Order) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20093211000001105,Enalapril 5mg/5ml oral suspension sugar free (Special Order),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20092911000001108,Enalapril 5mg/5ml oral suspension sugar free (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20092911000001108,Enalapril 5mg/5ml oral suspension sugar free,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20005711000001100,Ramipril 10mg tablets (Pfizer Ltd) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20005711000001100,Ramipril 10mg tablets (Pfizer Ltd),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20005511000001105,Ramipril 5mg tablets (Pfizer Ltd) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20005511000001105,Ramipril 5mg tablets (Pfizer Ltd),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19820711000001101,Captopril 8mg/5ml oral suspension (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19820711000001101,Captopril 8mg/5ml oral suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19813411000001106,Captopril 8mg/5ml oral suspension (Special Order) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19813411000001106,Captopril 8mg/5ml oral suspension (Special Order),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18428311000001106,Perindopril erbumine 8mg tablets (Somex Pharma) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18428311000001106,Perindopril erbumine 8mg tablets (Somex Pharma),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22072611000001100,Lisinopril 10mg tablets (Waymade Healthcare Plc) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22072611000001100,Lisinopril 10mg tablets (Waymade Healthcare Plc),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22072811000001101,Lisinopril 20mg tablets (Waymade Healthcare Plc) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22072811000001101,Lisinopril 20mg tablets (Waymade Healthcare Plc),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22378211000001104,Perindopril erbumine 8mg tablets (Milpharm Ltd),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22378211000001104,Perindopril erbumine 8mg tablets (Milpharm Ltd) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22378211000001104,Perindopril erbumine 8mg tablets (Aurobindo Pharma Ltd) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22378211000001104,Perindopril erbumine 8mg tablets (Aurobindo Pharma Ltd),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22378411000001100,Perindopril erbumine 4mg tablets (Milpharm Ltd),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22378411000001100,Perindopril erbumine 4mg tablets (Milpharm Ltd) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22378411000001100,Perindopril erbumine 4mg tablets (Aurobindo Pharma Ltd) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22378411000001100,Perindopril erbumine 4mg tablets (Aurobindo Pharma Ltd),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22378611000001102,Perindopril erbumine 2mg tablets (Milpharm Ltd),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22378611000001102,Perindopril erbumine 2mg tablets (Milpharm Ltd) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22378611000001102,Perindopril erbumine 2mg tablets (Aurobindo Pharma Ltd) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22378611000001102,Perindopril erbumine 2mg tablets (Aurobindo Pharma Ltd),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22627311000001101,Captopril 12.5mg tablets (Doncaster Pharmaceuticals Ltd) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22627311000001101,Captopril 12.5mg tablets (Doncaster Pharmaceuticals Ltd),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22627311000001101,Captopril 12.5mg tablets (DE Pharmaceuticals),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22627511000001107,Captopril 25mg tablets (Doncaster Pharmaceuticals Ltd) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22627511000001107,Captopril 25mg tablets (Doncaster Pharmaceuticals Ltd),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22627511000001107,Captopril 25mg tablets (DE Pharmaceuticals),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22627711000001102,Captopril 50mg tablets (Doncaster Pharmaceuticals Ltd) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22627711000001102,Captopril 50mg tablets (Doncaster Pharmaceuticals Ltd),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22627711000001102,Captopril 50mg tablets (DE Pharmaceuticals),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22785911000001108,Quinapril 10mg / Hydrochlorothiazide 12.5mg tablets (A A H Pharmaceuticals Ltd) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22785911000001108,Quinapril 10mg / Hydrochlorothiazide 12.5mg tablets (A A H Pharmaceuticals Ltd),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23395011000001104,Perindopril erbumine 4mg/5ml oral solution (Drug Tariff Special Order) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23395011000001104,Perindopril erbumine 4mg/5ml oral solution (Drug Tariff Special Order),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23471511000001106,Perindopril erbumine 4mg/5ml oral solution (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23471511000001106,Perindopril erbumine 4mg/5ml oral solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23478811000001103,Captopril 12.5mg tablets (Accord Healthcare Ltd) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23478811000001103,Captopril 12.5mg tablets (Accord Healthcare Ltd),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23479311000001101,Captopril 25mg tablets (Accord Healthcare Ltd) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23479311000001101,Captopril 25mg tablets (Accord Healthcare Ltd),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23479611000001106,Captopril 50mg tablets (Accord Healthcare Ltd) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23479611000001106,Captopril 50mg tablets (Accord Healthcare Ltd),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23483911000001108,Enalapril 10mg tablets (Accord Healthcare Ltd) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23483911000001108,Enalapril 10mg tablets (Accord Healthcare Ltd),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23881911000001104,Enalapril 5mg tablets (Doncaster Pharmaceuticals Ltd) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23881911000001104,Enalapril 5mg tablets (Doncaster Pharmaceuticals Ltd),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23881911000001104,Enalapril 5mg tablets (DE Pharmaceuticals),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23971811000001107,Perindopril erbumine 4mg / Amlodipine 5mg tablets (Consilient Health Ltd) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23971811000001107,Perindopril erbumine 4mg / Amlodipine 5mg tablets (Consilient Health Ltd),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23972111000001105,Perindopril erbumine 4mg / Amlodipine 10mg tablets (Consilient Health Ltd) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23972111000001105,Perindopril erbumine 4mg / Amlodipine 10mg tablets (Consilient Health Ltd),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23972411000001100,Perindopril erbumine 8mg / Amlodipine 10mg tablets (Consilient Health Ltd) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23972411000001100,Perindopril erbumine 8mg / Amlodipine 10mg tablets (Consilient Health Ltd),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23972711000001106,Perindopril erbumine 8mg / Amlodipine 5mg tablets (Consilient Health Ltd) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23972711000001106,Perindopril erbumine 8mg / Amlodipine 5mg tablets (Consilient Health Ltd),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23973711000001103,Enalapril 20mg / Hydrochlorothiazide 12.5mg tablets (DE Pharmaceuticals) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23973711000001103,Enalapril 20mg / Hydrochlorothiazide 12.5mg tablets (DE Pharmaceuticals),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23973911000001101,Enalapril 20mg tablets (DE Pharmaceuticals) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23973911000001101,Enalapril 20mg tablets (DE Pharmaceuticals),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23981411000001102,Fosinopril 10mg tablets (DE Pharmaceuticals) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23981411000001102,Fosinopril 10mg tablets (DE Pharmaceuticals),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23981611000001104,Fosinopril 20mg tablets (DE Pharmaceuticals) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23981611000001104,Fosinopril 20mg tablets (DE Pharmaceuticals),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23984911000001108,Perindopril erbumine 4mg / Amlodipine 10mg tablets (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23984911000001108,Perindopril erbumine 4mg / Amlodipine 10mg tablets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23985011000001108,Perindopril erbumine 4mg / Amlodipine 5mg tablets (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23985011000001108,Perindopril erbumine 4mg / Amlodipine 5mg tablets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23985111000001109,Perindopril erbumine 8mg / Amlodipine 10mg tablets (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23985111000001109,Perindopril erbumine 8mg / Amlodipine 10mg tablets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23985211000001103,Perindopril erbumine 8mg / Amlodipine 5mg tablets (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23985211000001103,Perindopril erbumine 8mg / Amlodipine 5mg tablets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24366811000001102,Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets (DE Pharmaceuticals) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24366811000001102,Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets (DE Pharmaceuticals),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24367111000001107,Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets (DE Pharmaceuticals) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24367111000001107,Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets (DE Pharmaceuticals),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24367411000001102,Lisinopril 10mg tablets (DE Pharmaceuticals) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24367411000001102,Lisinopril 10mg tablets (DE Pharmaceuticals),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24368011000001107,Lisinopril 2.5mg tablets (DE Pharmaceuticals) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24368011000001107,Lisinopril 2.5mg tablets (DE Pharmaceuticals),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24368611000001100,Lisinopril 20mg tablets (DE Pharmaceuticals) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24368611000001100,Lisinopril 20mg tablets (DE Pharmaceuticals),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24368811000001101,Lisinopril 5mg tablets (DE Pharmaceuticals) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24368811000001101,Lisinopril 5mg tablets (DE Pharmaceuticals),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24603711000001107,Perindopril erbumine 8mg / Amlodipine 10mg tablets (Alliance Healthcare (Distribution) Ltd) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24603711000001107,Perindopril erbumine 8mg / Amlodipine 10mg tablets (Alliance Healthcare (Distribution) Ltd),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24618711000001103,Perindopril erbumine 4mg / Amlodipine 5mg tablets (A A H Pharmaceuticals Ltd) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24618711000001103,Perindopril erbumine 4mg / Amlodipine 5mg tablets (A A H Pharmaceuticals Ltd),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24618911000001101,Perindopril erbumine 4mg / Amlodipine 10mg tablets (A A H Pharmaceuticals Ltd) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24618911000001101,Perindopril erbumine 4mg / Amlodipine 10mg tablets (A A H Pharmaceuticals Ltd),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24619111000001106,Perindopril erbumine 8mg / Amlodipine 5mg tablets (A A H Pharmaceuticals Ltd) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24619111000001106,Perindopril erbumine 8mg / Amlodipine 5mg tablets (A A H Pharmaceuticals Ltd),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24619311000001108,Perindopril erbumine 8mg / Amlodipine 10mg tablets (A A H Pharmaceuticals Ltd) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24619311000001108,Perindopril erbumine 8mg / Amlodipine 10mg tablets (A A H Pharmaceuticals Ltd),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27475211000001104,Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets (Lupin (Europe) Ltd) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27475211000001104,Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets (Lupin (Europe) Ltd),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27475211000001104,Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets (Lupin Healthcare (UK) Ltd),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27984311000001103,Trandolapril 1mg capsules (Lupin (Europe) Ltd) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27984311000001103,Trandolapril 1mg capsules (Lupin (Europe) Ltd),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27984311000001103,Trandolapril 1mg capsules (Lupin Healthcare (UK) Ltd),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27984611000001108,Trandolapril 2mg capsules (Lupin (Europe) Ltd) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27984611000001108,Trandolapril 2mg capsules (Lupin (Europe) Ltd),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27984611000001108,Trandolapril 2mg capsules (Lupin Healthcare (UK) Ltd),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28168411000001108,Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets (Lupin (Europe) Ltd) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28168411000001108,Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets (Lupin (Europe) Ltd),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28168411000001108,Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets (Lupin Healthcare (UK) Ltd),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28780011000001109,Ramipril 5mg capsules (Ennogen Pharma Ltd) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28780011000001109,Ramipril 5mg capsules (Ennogen Pharma Ltd),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28780211000001104,Ramipril 10mg capsules (Ennogen Pharma Ltd) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28780211000001104,Ramipril 10mg capsules (Ennogen Pharma Ltd),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29778211000001107,Captopril 12.5mg tablets (Sigma Pharmaceuticals Plc) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29778211000001107,Captopril 12.5mg tablets (Sigma Pharmaceuticals Plc),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29778411000001106,Captopril 25mg tablets (Sigma Pharmaceuticals Plc) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29778411000001106,Captopril 25mg tablets (Sigma Pharmaceuticals Plc),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29778611000001109,Captopril 50mg tablets (Sigma Pharmaceuticals Plc) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29778611000001109,Captopril 50mg tablets (Sigma Pharmaceuticals Plc),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29848511000001106,Enalapril 10mg tablets (Sigma Pharmaceuticals Plc) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29848511000001106,Enalapril 10mg tablets (Sigma Pharmaceuticals Plc),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29848711000001101,Enalapril 2.5mg tablets (Sigma Pharmaceuticals Plc) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29848711000001101,Enalapril 2.5mg tablets (Sigma Pharmaceuticals Plc),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29848911000001104,Enalapril 5mg tablets (Sigma Pharmaceuticals Plc) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29848911000001104,Enalapril 5mg tablets (Sigma Pharmaceuticals Plc),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29849111000001109,Enalapril 20mg / Hydrochlorothiazide 12.5mg tablets (Sigma Pharmaceuticals Plc) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29849111000001109,Enalapril 20mg / Hydrochlorothiazide 12.5mg tablets (Sigma Pharmaceuticals Plc),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29891911000001102,Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets (Sigma Pharmaceuticals Plc) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29891911000001102,Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets (Sigma Pharmaceuticals Plc),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29892111000001105,Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets (Sigma Pharmaceuticals Plc) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29892111000001105,Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets (Sigma Pharmaceuticals Plc),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30075311000001109,Perindopril erbumine 2mg tablets (DE Pharmaceuticals) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30075311000001109,Perindopril erbumine 2mg tablets (DE Pharmaceuticals),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30075511000001103,Perindopril erbumine 4mg tablets (DE Pharmaceuticals) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30075511000001103,Perindopril erbumine 4mg tablets (DE Pharmaceuticals),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30075711000001108,Perindopril erbumine 8mg tablets (DE Pharmaceuticals) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30075711000001108,Perindopril erbumine 8mg tablets (DE Pharmaceuticals),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30083611000001105,Quinapril 5mg tablets (DE Pharmaceuticals) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30083611000001105,Quinapril 5mg tablets (DE Pharmaceuticals),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30084211000001106,Quinapril 10mg tablets (DE Pharmaceuticals) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30084211000001106,Quinapril 10mg tablets (DE Pharmaceuticals),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30084511000001109,Quinapril 20mg tablets (DE Pharmaceuticals) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30084511000001109,Quinapril 20mg tablets (DE Pharmaceuticals),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30086611000001104,Ramipril 1.25mg capsules (DE Pharmaceuticals) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30086611000001104,Ramipril 1.25mg capsules (DE Pharmaceuticals),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30086811000001100,Ramipril 2.5mg capsules (DE Pharmaceuticals) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30086811000001100,Ramipril 2.5mg capsules (DE Pharmaceuticals),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30087011000001109,Ramipril 5mg capsules (DE Pharmaceuticals) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30087011000001109,Ramipril 5mg capsules (DE Pharmaceuticals),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30088011000001105,Ramipril 5mg tablets (DE Pharmaceuticals) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30088011000001105,Ramipril 5mg tablets (DE Pharmaceuticals),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30088211000001100,Ramipril 10mg tablets (DE Pharmaceuticals) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30088211000001100,Ramipril 10mg tablets (DE Pharmaceuticals),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30124611000001107,Enalapril 20mg / Hydrochlorothiazide 12.5mg tablets (Mawdsley-Brooks & Company Ltd) (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30124611000001107,Enalapril 20mg / Hydrochlorothiazide 12.5mg tablets (Mawdsley-Brooks & Company Ltd),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
